SubwayStation,TimeToSubway,TimeToBusStop,N_FacilitiesNearBy(Hospital),N_FacilitiesNearBy(Dpartmentstore),N_FacilitiesNearBy(Park),N_FacilitiesNearBy(ETC),N_FacilitiesNearBy(PublicOffice),N_SchoolNearBy(University),N_Parkinglot(Basement),N_SchoolNearBy(Elementary),HallwayType,Floor,YearBuilt,N_FacilitiesInApt,HeatingType,AptManageType,Size(sqf),SalePrice
Bangoge,5min~10min,0~5min,2,0,0,5,5,4,798,3,mixed,11,2005,7,individual_heating,management_in_trust,914,175221
Bangoge,5min~10min,0~5min,2,0,0,5,5,4,798,3,mixed,2,2005,7,individual_heating,management_in_trust,743,140707
Banwoldang,5min~10min,0~5min,1,2,1,0,3,2,108,2,corridor,15,2014,2,individual_heating,management_in_trust,281,104424
Banwoldang,0~5min,0~5min,0,0,0,0,0,0,203,0,terraced,26,2014,10,individual_heating,management_in_trust,914,367256
Myung-duk,15min~20min,0~5min,2,0,0,5,6,5,536,4,mixed,13,1993,4,individual_heating,management_in_trust,2337,227433
Sin-nam,0~5min,0~5min,1,0,0,0,1,2,536,2,terraced,17,2006,5,individual_heating,management_in_trust,818,141592
Kyungbuk-uni-hospital,0~5min,0~5min,2,1,0,0,3,2,0,3,corridor,1,1978,3,individual_heating,self_management,903,212389
Sin-nam,5min~10min,0~5min,1,2,1,1,5,2,18,6,corridor,3,1986,3,individual_heating,management_in_trust,508,106194
no-subway-nearby,5min~10min,10min~15min,1,0,0,1,4,1,218,0,corridor,16,2014,1,individual_heating,self_management,135,35398
Myung-duk,10min~15min,5min~10min,1,1,1,5,7,5,0,4,corridor,3,1992,3,individual_heating,management_in_trust,640,119469
Kyungbuk-uni-hospital,0~5min,0~5min,1,1,1,0,5,3,930,4,terraced,9,2013,7,individual_heating,management_in_trust,426,102601
Banwoldang,5min~10min,0~5min,1,2,1,0,3,2,108,2,corridor,15,2014,2,individual_heating,management_in_trust,213,72566
Chil-sung-market,15min~20min,5min~10min,1,2,1,1,7,3,56,4,mixed,15,1997,5,individual_heating,management_in_trust,558,71238
Myung-duk,0~5min,5min~10min,1,1,0,2,3,1,181,4,terraced,3,2006,4,individual_heating,management_in_trust,903,158407
Sin-nam,0~5min,0~5min,1,0,0,0,1,2,536,2,terraced,28,2006,5,individual_heating,management_in_trust,1412,371681
Kyungbuk-uni-hospital,10min~15min,0~5min,1,1,1,1,5,1,0,3,terraced,7,1986,4,central_heating,management_in_trust,914,163716
Myung-duk,15min~20min,0~5min,2,0,0,5,6,5,536,4,mixed,15,1993,4,individual_heating,management_in_trust,644,123893
no-subway-nearby,no_bus_stop_nearby,0~5min,1,0,1,2,2,1,203,2,terraced,9,2009,5,individual_heating,management_in_trust,910,285840
Kyungbuk-uni-hospital,0~5min,0~5min,1,1,1,0,5,3,930,4,terraced,3,2013,7,individual_heating,management_in_trust,644,144752
Myung-duk,15min~20min,0~5min,2,0,0,5,6,5,536,4,mixed,15,1993,4,individual_heating,management_in_trust,914,187610
Myung-duk,0~5min,5min~10min,1,1,0,2,3,1,181,4,terraced,15,2006,4,individual_heating,management_in_trust,903,181415
Myung-duk,15min~20min,0~5min,2,0,0,5,6,5,536,4,mixed,7,1993,4,individual_heating,management_in_trust,914,128318
Myung-duk,0~5min,0~5min,1,0,0,5,7,5,1174,4,terraced,25,2014,9,individual_heating,management_in_trust,640,290265
Kyungbuk-uni-hospital,10min~15min,0~5min,1,1,1,1,5,1,0,3,terraced,9,1986,4,central_heating,management_in_trust,1313,178761
Kyungbuk-uni-hospital,0~5min,0~5min,1,2,2,0,3,2,1270,3,terraced,36,2007,10,individual_heating,management_in_trust,1643,400884
Myung-duk,10min~15min,5min~10min,1,1,1,5,7,5,0,4,corridor,2,1992,3,individual_heating,management_in_trust,355,63716
Kyungbuk-uni-hospital,0~5min,0~5min,1,2,2,0,3,2,1270,3,terraced,34,2007,10,individual_heating,management_in_trust,1643,415929
Banwoldang,0~5min,0~5min,1,2,1,0,4,1,605,2,terraced,23,2007,5,individual_heating,management_in_trust,1483,393805
Kyungbuk-uni-hospital,10min~15min,5min~10min,1,1,0,1,2,2,184,3,terraced,15,2006,5,individual_heating,management_in_trust,814,232743
Myung-duk,15min~20min,0~5min,2,0,0,5,6,5,536,4,mixed,9,1993,4,individual_heating,management_in_trust,644,153982
Kyungbuk-uni-hospital,0~5min,0~5min,1,1,1,0,5,3,930,4,terraced,26,2013,7,individual_heating,management_in_trust,907,255442
Banwoldang,0~5min,0~5min,2,2,1,0,2,2,524,2,terraced,30,2007,4,individual_heating,management_in_trust,1369,261061
Sin-nam,0~5min,0~5min,1,0,0,0,1,2,536,2,terraced,29,2006,5,individual_heating,management_in_trust,1437,265486
Kyungbuk-uni-hospital,0~5min,0~5min,1,2,2,0,3,2,1270,3,terraced,15,2007,10,individual_heating,management_in_trust,868,221238
Sin-nam,0~5min,5min~10min,1,1,1,0,3,2,475,2,terraced,20,2008,8,individual_heating,management_in_trust,829,300000
Myung-duk,10min~15min,5min~10min,1,1,1,5,7,5,0,4,corridor,11,1992,3,individual_heating,management_in_trust,576,121238
Kyungbuk-uni-hospital,10min~15min,0~5min,1,1,1,1,5,1,0,3,terraced,5,1986,4,central_heating,management_in_trust,914,130973
Kyungbuk-uni-hospital,0~5min,0~5min,2,1,0,0,3,2,0,3,corridor,6,1978,3,individual_heating,self_management,779,111504
Chil-sung-market,15min~20min,5min~10min,1,2,1,1,7,3,56,4,mixed,10,1997,5,individual_heating,management_in_trust,644,82300
Kyungbuk-uni-hospital,0~5min,0~5min,1,2,2,0,3,2,1270,3,terraced,10,2007,10,individual_heating,management_in_trust,1387,300884
Kyungbuk-uni-hospital,0~5min,0~5min,1,2,2,0,3,2,1270,3,terraced,20,2007,10,individual_heating,management_in_trust,868,223008
Banwoldang,0~5min,0~5min,1,2,1,0,4,1,605,2,terraced,4,2007,5,individual_heating,management_in_trust,1629,407079
Banwoldang,0~5min,0~5min,1,2,1,0,4,1,605,2,terraced,18,2007,5,individual_heating,management_in_trust,1690,448672
Sin-nam,0~5min,5min~10min,1,1,1,0,3,2,475,2,terraced,4,2008,8,individual_heating,management_in_trust,829,168141
Kyungbuk-uni-hospital,10min~15min,0~5min,1,1,1,1,5,1,0,3,terraced,12,1986,4,central_heating,management_in_trust,914,147787
Myung-duk,0~5min,0~5min,1,0,0,5,7,5,1174,4,terraced,4,2014,9,individual_heating,management_in_trust,907,327433
Myung-duk,15min~20min,0~5min,2,0,0,5,6,5,536,4,mixed,17,1993,4,individual_heating,management_in_trust,2337,351769
Kyungbuk-uni-hospital,0~5min,0~5min,1,1,1,0,5,3,930,4,terraced,10,2013,7,individual_heating,management_in_trust,644,146256
Sin-nam,0~5min,5min~10min,1,1,1,0,3,2,475,2,terraced,13,2008,8,individual_heating,management_in_trust,829,165486
Bangoge,5min~10min,0~5min,2,0,0,5,5,4,798,3,mixed,5,2005,7,individual_heating,management_in_trust,572,75088
no-subway-nearby,5min~10min,10min~15min,1,0,0,1,4,1,218,0,corridor,14,2014,1,individual_heating,self_management,156,57522
Banwoldang,0~5min,0~5min,1,2,1,0,4,1,605,2,terraced,14,2007,5,individual_heating,management_in_trust,1690,448672
Myung-duk,15min~20min,0~5min,2,0,0,5,6,5,536,4,mixed,1,1993,4,individual_heating,management_in_trust,914,113274
Myung-duk,15min~20min,0~5min,2,0,0,5,6,5,536,4,mixed,5,1993,4,individual_heating,management_in_trust,914,222123
Myung-duk,15min~20min,0~5min,2,0,0,5,6,5,536,4,mixed,9,1993,4,individual_heating,management_in_trust,1288,181415
Kyungbuk-uni-hospital,10min~15min,0~5min,1,1,1,1,5,1,0,3,terraced,7,1986,4,central_heating,management_in_trust,1131,294690
Kyungbuk-uni-hospital,0~5min,0~5min,1,2,2,0,3,2,1270,3,terraced,6,2007,10,individual_heating,management_in_trust,1387,427876
Bangoge,5min~10min,0~5min,2,0,0,5,5,4,798,3,mixed,10,2005,7,individual_heating,management_in_trust,572,75920
Sin-nam,0~5min,0~5min,1,0,0,0,1,2,536,2,terraced,19,2006,5,individual_heating,management_in_trust,818,205309
Sin-nam,0~5min,0~5min,1,0,0,0,1,2,536,2,terraced,10,2006,5,individual_heating,management_in_trust,1437,283185
Sin-nam,0~5min,5min~10min,1,1,1,0,3,2,475,2,terraced,16,2008,8,individual_heating,management_in_trust,914,256637
no-subway-nearby,no_bus_stop_nearby,0~5min,1,0,1,2,2,1,203,2,terraced,10,2009,5,individual_heating,management_in_trust,914,200522
Myung-duk,15min~20min,0~5min,2,0,0,5,6,5,536,4,mixed,8,1993,4,individual_heating,management_in_trust,914,255752
Myung-duk,10min~15min,5min~10min,1,1,1,5,7,5,0,4,corridor,7,1992,3,individual_heating,management_in_trust,640,132743
Kyungbuk-uni-hospital,0~5min,0~5min,2,1,0,0,3,2,0,3,corridor,6,1978,3,individual_heating,self_management,903,123893
Banwoldang,0~5min,0~5min,1,2,1,0,4,1,605,2,terraced,25,2007,5,individual_heating,management_in_trust,1334,357522
Sin-nam,0~5min,0~5min,1,0,0,0,1,2,536,2,terraced,9,2006,5,individual_heating,management_in_trust,1743,311504
Myung-duk,15min~20min,5min~10min,1,1,0,1,5,4,79,3,mixed,5,1992,3,individual_heating,self_management,914,178761
Kyungbuk-uni-hospital,0~5min,0~5min,1,2,2,0,3,2,1270,3,terraced,20,2007,10,individual_heating,management_in_trust,868,265486
Bangoge,5min~10min,0~5min,2,0,0,5,5,4,798,3,mixed,14,2005,7,individual_heating,management_in_trust,572,100884
Myung-duk,10min~15min,5min~10min,1,1,1,5,7,5,0,4,corridor,7,1992,3,individual_heating,management_in_trust,576,119469
Myung-duk,0~5min,0~5min,1,0,0,5,7,5,1174,4,terraced,14,2014,9,individual_heating,management_in_trust,644,265486
Sin-nam,0~5min,5min~10min,1,1,1,0,3,2,475,2,terraced,20,2008,8,individual_heating,management_in_trust,1167,391150
Sin-nam,0~5min,0~5min,1,0,0,0,1,2,536,2,terraced,7,2006,5,individual_heating,management_in_trust,818,215044
Kyungbuk-uni-hospital,10min~15min,0~5min,1,1,1,1,5,1,0,3,terraced,3,1986,4,central_heating,management_in_trust,914,242477
Myung-duk,10min~15min,5min~10min,1,1,1,5,7,5,0,4,corridor,9,1992,3,individual_heating,management_in_trust,576,115044
Banwoldang,0~5min,0~5min,2,2,1,0,2,2,524,2,terraced,26,2007,4,individual_heating,management_in_trust,914,163539
Banwoldang,0~5min,0~5min,2,2,1,0,2,2,524,2,terraced,11,2007,4,individual_heating,management_in_trust,914,160637
Kyungbuk-uni-hospital,10min~15min,5min~10min,1,1,0,1,2,2,184,3,terraced,16,2006,5,individual_heating,management_in_trust,910,223893
Kyungbuk-uni-hospital,10min~15min,0~5min,1,1,1,1,5,1,0,3,terraced,1,1986,4,central_heating,management_in_trust,1796,223008
Kyungbuk-uni-hospital,0~5min,0~5min,1,2,2,0,3,2,1270,3,terraced,9,2007,10,individual_heating,management_in_trust,1643,310079
Myung-duk,15min~20min,0~5min,2,0,0,5,6,5,536,4,mixed,16,1993,4,individual_heating,management_in_trust,914,150442
no-subway-nearby,5min~10min,10min~15min,1,0,0,1,4,1,218,0,corridor,18,2014,1,individual_heating,self_management,135,60973
Kyungbuk-uni-hospital,0~5min,0~5min,1,2,2,0,3,2,1270,3,terraced,32,2007,10,individual_heating,management_in_trust,1387,361061
Kyungbuk-uni-hospital,0~5min,0~5min,1,2,2,0,3,2,1270,3,terraced,33,2007,10,individual_heating,management_in_trust,1643,515929
Sin-nam,0~5min,5min~10min,1,1,1,0,3,2,475,2,terraced,25,2008,8,individual_heating,management_in_trust,914,325663
Banwoldang,0~5min,0~5min,1,2,1,0,4,1,605,2,terraced,7,2007,5,individual_heating,management_in_trust,1483,408849
Kyungbuk-uni-hospital,0~5min,0~5min,1,1,1,0,5,3,930,4,terraced,7,2013,7,individual_heating,management_in_trust,910,371681
Kyungbuk-uni-hospital,10min~15min,0~5min,1,1,1,1,5,1,0,3,terraced,4,1986,4,central_heating,management_in_trust,1131,176991
Sin-nam,0~5min,5min~10min,1,1,1,0,3,2,475,2,terraced,3,2008,8,individual_heating,management_in_trust,829,192035
Sin-nam,0~5min,5min~10min,1,1,1,0,3,2,475,2,terraced,14,2008,8,individual_heating,management_in_trust,914,316814
Kyungbuk-uni-hospital,10min~15min,0~5min,1,1,1,1,5,1,0,3,terraced,10,1986,4,central_heating,management_in_trust,914,157522
Banwoldang,0~5min,0~5min,1,2,1,0,4,1,605,2,terraced,6,2007,5,individual_heating,management_in_trust,1273,307964
Chil-sung-market,15min~20min,5min~10min,1,2,1,1,7,3,56,4,mixed,1,1997,5,individual_heating,management_in_trust,644,63716
Banwoldang,0~5min,0~5min,1,2,1,0,4,1,605,2,terraced,18,2007,5,individual_heating,management_in_trust,1483,383185
Kyungbuk-uni-hospital,10min~15min,0~5min,1,1,1,1,5,1,0,3,terraced,12,1986,4,central_heating,management_in_trust,1131,164601
Bangoge,5min~10min,0~5min,2,0,0,5,5,4,798,3,mixed,1,2005,7,individual_heating,management_in_trust,914,175221
Kyungbuk-uni-hospital,10min~15min,5min~10min,1,1,0,1,2,2,184,3,terraced,14,2006,5,individual_heating,management_in_trust,910,230088
no-subway-nearby,5min~10min,5min~10min,1,2,1,0,1,1,1321,2,terraced,11,2015,10,individual_heating,management_in_trust,644,288495
Bangoge,5min~10min,0~5min,2,0,0,5,5,4,798,3,mixed,20,2005,7,individual_heating,management_in_trust,914,185840
Banwoldang,0~5min,0~5min,2,2,1,0,2,2,524,2,terraced,22,2007,4,individual_heating,management_in_trust,1394,407079
Banwoldang,0~5min,0~5min,1,2,1,0,4,1,605,2,terraced,24,2007,5,individual_heating,management_in_trust,1334,357522
Kyungbuk-uni-hospital,10min~15min,0~5min,1,1,1,1,5,1,0,3,terraced,5,1986,4,central_heating,management_in_trust,2092,367256
Sin-nam,0~5min,5min~10min,1,1,1,0,3,2,475,2,terraced,8,2008,8,individual_heating,management_in_trust,1167,230088
Sin-nam,0~5min,0~5min,1,0,0,0,1,2,536,2,terraced,4,2006,5,individual_heating,management_in_trust,1743,292035
Banwoldang,0~5min,0~5min,1,2,1,0,4,1,605,2,terraced,4,2007,5,individual_heating,management_in_trust,1483,353982
Kyungbuk-uni-hospital,10min~15min,0~5min,1,1,1,1,5,1,0,3,terraced,9,1986,4,central_heating,management_in_trust,1796,254867
Bangoge,5min~10min,0~5min,2,0,0,5,5,4,798,3,mixed,14,2005,7,individual_heating,management_in_trust,914,210176
Chil-sung-market,15min~20min,5min~10min,1,2,1,1,7,3,56,4,mixed,8,2003,5,individual_heating,management_in_trust,907,123008
Sin-nam,0~5min,0~5min,1,0,0,0,1,2,536,2,terraced,4,2006,5,individual_heating,management_in_trust,818,290265
Sin-nam,0~5min,5min~10min,1,1,1,0,3,2,475,2,terraced,7,2008,8,individual_heating,management_in_trust,829,295575
Kyungbuk-uni-hospital,10min~15min,0~5min,1,1,1,1,5,1,0,3,terraced,6,1986,4,central_heating,management_in_trust,1377,207964
Myung-duk,15min~20min,5min~10min,1,1,0,1,5,4,79,3,mixed,5,1992,3,individual_heating,self_management,644,130088
Bangoge,5min~10min,0~5min,2,0,0,5,5,4,798,3,mixed,17,2005,7,individual_heating,management_in_trust,743,241592
Sin-nam,0~5min,0~5min,1,0,0,0,1,2,536,2,terraced,8,2006,5,individual_heating,management_in_trust,914,226548
Myung-duk,0~5min,5min~10min,1,1,0,2,3,1,181,4,terraced,7,2006,4,individual_heating,management_in_trust,903,205309
Kyungbuk-uni-hospital,0~5min,0~5min,1,2,2,0,3,2,1270,3,terraced,11,2007,10,individual_heating,management_in_trust,868,198230
Sin-nam,5min~10min,0~5min,1,2,1,1,5,2,18,6,corridor,15,1986,3,individual_heating,management_in_trust,910,156637
Myung-duk,15min~20min,0~5min,2,0,0,5,6,5,536,4,mixed,9,1993,4,individual_heating,management_in_trust,914,115044
Sin-nam,0~5min,0~5min,1,0,0,0,1,2,536,2,terraced,8,2006,5,individual_heating,management_in_trust,2056,380530
Myung-duk,0~5min,0~5min,1,0,0,5,7,5,1174,4,terraced,29,2014,9,individual_heating,management_in_trust,640,250442
Banwoldang,0~5min,0~5min,2,2,1,0,2,2,524,2,terraced,4,2007,4,individual_heating,management_in_trust,1394,221238
Chil-sung-market,15min~20min,5min~10min,1,2,1,1,7,3,56,4,mixed,13,1997,5,individual_heating,management_in_trust,644,92920
no-subway-nearby,5min~10min,10min~15min,1,0,0,1,4,1,218,0,corridor,11,2014,1,individual_heating,self_management,135,62831
Myung-duk,15min~20min,0~5min,2,0,0,5,6,5,536,4,mixed,5,1993,4,individual_heating,management_in_trust,1761,358407
Sin-nam,5min~10min,0~5min,1,2,1,1,5,2,18,6,corridor,11,1986,3,individual_heating,management_in_trust,508,109734
Myung-duk,15min~20min,0~5min,2,0,0,5,6,5,536,4,mixed,11,1993,4,individual_heating,management_in_trust,914,123893
Banwoldang,0~5min,0~5min,1,2,1,0,4,1,605,2,terraced,4,2007,5,individual_heating,management_in_trust,1690,422123
Kyungbuk-uni-hospital,0~5min,0~5min,1,2,2,0,3,2,1270,3,terraced,25,2007,10,individual_heating,management_in_trust,868,237168
Kyungbuk-uni-hospital,10min~15min,0~5min,1,1,1,1,5,1,0,3,terraced,5,1986,4,central_heating,management_in_trust,914,168141
no-subway-nearby,5min~10min,5min~10min,1,2,1,0,1,1,1321,2,terraced,13,2015,10,individual_heating,management_in_trust,910,394690
Myung-duk,10min~15min,5min~10min,1,1,1,5,7,5,0,4,corridor,8,1992,3,individual_heating,management_in_trust,355,37168
Banwoldang,0~5min,0~5min,1,2,1,0,4,1,605,2,terraced,14,2007,5,individual_heating,management_in_trust,1690,446902
Bangoge,5min~10min,0~5min,2,0,0,5,5,4,798,3,mixed,16,2005,7,individual_heating,management_in_trust,914,209734
no-subway-nearby,5min~10min,10min~15min,1,0,0,1,4,1,218,0,corridor,14,2014,1,individual_heating,self_management,135,55752
Banwoldang,0~5min,0~5min,2,2,1,0,2,2,524,2,terraced,30,2007,4,individual_heating,management_in_trust,1448,344247
no-subway-nearby,5min~10min,5min~10min,1,2,1,0,1,1,1321,2,terraced,22,2015,10,individual_heating,management_in_trust,910,382300
Sin-nam,0~5min,0~5min,1,0,0,0,1,2,536,2,terraced,21,2006,5,individual_heating,management_in_trust,818,207964
Banwoldang,0~5min,0~5min,2,2,1,0,2,2,524,2,terraced,10,2007,4,individual_heating,management_in_trust,1366,396460
Myung-duk,0~5min,0~5min,1,0,0,5,7,5,1174,4,terraced,16,2014,9,individual_heating,management_in_trust,640,271681
Myung-duk,15min~20min,0~5min,2,0,0,5,6,5,536,4,mixed,10,1993,4,individual_heating,management_in_trust,644,175663
Kyungbuk-uni-hospital,10min~15min,0~5min,1,1,1,1,5,1,0,3,terraced,8,1986,4,central_heating,management_in_trust,914,256637
Kyungbuk-uni-hospital,0~5min,0~5min,1,2,2,0,3,2,1270,3,terraced,21,2007,10,individual_heating,management_in_trust,868,345132
Sin-nam,0~5min,5min~10min,1,1,1,0,3,2,475,2,terraced,8,2008,8,individual_heating,management_in_trust,829,168141
no-subway-nearby,5min~10min,10min~15min,1,0,0,1,4,1,218,0,corridor,12,2014,1,individual_heating,self_management,156,58407
Banwoldang,5min~10min,0~5min,1,2,1,0,3,2,108,2,corridor,15,2014,2,individual_heating,management_in_trust,288,103982
Kyungbuk-uni-hospital,0~5min,0~5min,1,2,2,0,3,2,1270,3,terraced,42,2007,10,individual_heating,management_in_trust,1643,526548
Kyungbuk-uni-hospital,0~5min,0~5min,1,2,2,0,3,2,1270,3,terraced,12,2007,10,individual_heating,management_in_trust,868,194690
Myung-duk,15min~20min,0~5min,2,0,0,5,6,5,536,4,mixed,12,1993,4,individual_heating,management_in_trust,914,250000
Banwoldang,0~5min,0~5min,0,0,0,0,0,0,203,0,terraced,25,2014,10,individual_heating,management_in_trust,914,338053
Banwoldang,0~5min,0~5min,2,2,1,0,2,2,524,2,terraced,9,2007,4,individual_heating,management_in_trust,1394,286902
Kyungbuk-uni-hospital,0~5min,0~5min,1,2,2,0,3,2,1270,3,terraced,33,2007,10,individual_heating,management_in_trust,1387,495575
Kyungbuk-uni-hospital,0~5min,0~5min,1,1,1,0,5,3,930,4,terraced,20,2013,7,individual_heating,management_in_trust,426,103663
Bangoge,5min~10min,0~5min,2,0,0,5,5,4,798,3,mixed,20,2005,7,individual_heating,management_in_trust,572,130973
Myung-duk,0~5min,0~5min,1,0,0,5,7,5,1174,4,terraced,9,2014,9,individual_heating,management_in_trust,910,361061
Banwoldang,5min~10min,0~5min,1,2,1,0,3,2,108,2,corridor,7,2014,2,individual_heating,management_in_trust,288,101769
Kyungbuk-uni-hospital,0~5min,0~5min,2,1,0,0,3,2,0,3,corridor,6,1978,3,individual_heating,self_management,903,221238
Myung-duk,15min~20min,0~5min,2,0,0,5,6,5,536,4,mixed,6,1993,4,individual_heating,management_in_trust,644,82300
Myung-duk,15min~20min,0~5min,2,0,0,5,6,5,536,4,mixed,18,1993,4,individual_heating,management_in_trust,2337,194690
Bangoge,5min~10min,0~5min,2,0,0,5,5,4,798,3,mixed,20,2005,7,individual_heating,management_in_trust,572,72654
Sin-nam,0~5min,5min~10min,1,1,1,0,3,2,475,2,terraced,5,2008,8,individual_heating,management_in_trust,829,292035
Banwoldang,5min~10min,0~5min,1,2,1,0,3,2,108,2,corridor,14,2014,2,individual_heating,management_in_trust,213,74778
Sin-nam,0~5min,0~5min,1,0,0,0,1,2,536,2,terraced,30,2006,5,individual_heating,management_in_trust,1437,320353
Myung-duk,10min~15min,5min~10min,1,1,1,5,7,5,0,4,corridor,7,1992,3,individual_heating,management_in_trust,355,38938
Daegu,5min~10min,0~5min,1,2,1,2,5,0,76,2,corridor,8,1985,3,individual_heating,self_management,587,115044
Kyungbuk-uni-hospital,0~5min,0~5min,1,2,2,0,3,2,1270,3,terraced,16,2007,10,individual_heating,management_in_trust,1519,362831
Bangoge,5min~10min,0~5min,2,0,0,5,5,4,798,3,mixed,22,2005,7,individual_heating,management_in_trust,914,152212
Kyungbuk-uni-hospital,0~5min,0~5min,1,2,2,0,3,2,1270,3,terraced,14,2007,10,individual_heating,management_in_trust,868,215044
Myung-duk,15min~20min,0~5min,2,0,0,5,6,5,536,4,mixed,15,1993,4,individual_heating,management_in_trust,644,79646
Banwoldang,0~5min,0~5min,1,2,1,0,4,1,605,2,terraced,22,2007,5,individual_heating,management_in_trust,1690,384955
Kyungbuk-uni-hospital,0~5min,0~5min,1,2,2,0,3,2,1270,3,terraced,24,2007,10,individual_heating,management_in_trust,1928,570796
no-subway-nearby,5min~10min,5min~10min,1,2,1,0,1,1,1321,2,terraced,25,2015,10,individual_heating,management_in_trust,644,305309
Kyungbuk-uni-hospital,10min~15min,5min~10min,1,1,0,1,2,2,184,3,terraced,11,2006,5,individual_heating,management_in_trust,636,254867
